questions,answers
even her mom,yes even her mom
yes even her mom,what is her personality like
wish you have a blast,thank you see you
happy birthday jim,thank you lisa
did you order the cake,oh i forgot
it ended in a tie,what was the actual score
what was the actual score,it was three all
congratulations on the new house,thanks we love it
who s calling please,this is john
this is john,what is it john
are not you jim green,yes that is right
we are through,why
what time is it,ten to nine
congratulations guy,thanks i appreciate it
yes mr emory thank you,when s the big day
who is cindy s husband,cindy s husband is ron
my name is jeff,what do you do
anywhere with you,aren t you sweet
hi alex,where have you been
it was hours,did you have a layover
did you have a layover,yes in paris france
yes don t you,of course i do
that sounds good,ok let s go
let s make a deal,what
how about the seaside,anything you say honey
hello three five,is that anne
thank you see you then,see you
do you like music,well it depends
of course yes,how about the lyrics
how about the lyrics,very touching
the blake s got divorced,really why
merry christmas bill,merry christmas jina
thanks million,my pleasure
yes we did,i love you happy anniversary
i love you happy anniversary,i love you happy anniversary
long time no see george,yes a very long time
yes a very long time,what brings you here
what brings you here,i am here on vacation
hi mike,hi peter how are you
hi peter how are you,fine thanks and you
fine thanks and you,very well thanks
small world is not it,indeed it is
hi susan,hi lily how is everything
fancy seeing you here lily,yeah what a surprise
yeah what a surprise,how s everything going
how s everything going,fine thanks
ok,this is really wonderful party
who s she then,a classmate of mine
which man,the one smoking a cigar
yes i would like to,thanks a lot
mary,barbara
nice to see you again,same here
happy to see you,the pleasure is all mine
come and meet her now,all right
please meet him now,thanks
see you,see you
keep in touch then ok,ok
have a good day,thank you
good coming sir,good coming
excuse me are you jane,no i am mary
how do you do,how do you do
do you like travelling,yes i do
i am leaving now mum,take care sonny
take care sonny,i will bye bye
i will bye bye,bye
have a nice day,you too
good night mum,good night
i have been really busy,doing what
doing what,working
what have you been doing,i have been working too
what was your problem,my stomach was bothering me
my stomach was bothering me,are you feeling any better
hopefully it will,how come
great how are you,fine everything is just fine
what is going on,not much
can you make it,what time does it start
what time does it start,the party starts at
hey what is up,nothing really
i did not realize that,you did not
did you want to go,when does it start
when does it start,at
at,i will be there
no thanks maybe another time,okay sounds good
how would like to pay,i have a master card
what is an id card,something like a passport
yes that would be lovely,have you been here before
what time s your flight,it s at a m
really it s unbelievable,but it s the truth
it s platform,ok thank you
ok thank you,you are welcome
single or return,single how much
i have things to do,like what
like what,do not be nosey
what is the departure time,
first class or economy,first class will be preferred
turn on the tv please,ok
no thanks maybe another time,for sure another day
see you later,bye
see you soon,goodbye
what is going on,nothing really you
well why do not you,i hate going to parties
i hate going to parties,well that is okay
well that is okay,yeah sorry
what is going on,nothing really how about you
yeah let s do that,okay until next time then
talk to you then,all right see you
all right see you,see you
i had no idea,is that right
can you go,what time
what time,it starts at o clock
it starts at o clock,i will go
what is up,nothing how about you
oh really,you are coming
you are coming,probably not
probably not,why is that
i understand i guess,sorry about that
what is your favorite movie,my favorite movie is superbad
my favorite movie is superbad,oh why is that
you think so how come,well superbad is super funny
thanks,if only i was talented
oh you actually do that,every so often i do
good luck with that,thanks
what was wrong with you,my stomach was upset
my stomach was upset,do you feel better now
i hope you feel better,thank you
i go to pcc,do you like it there
good luck with school,thank you very much
i wish you luck,thanks a lot
i was sick,how were you sick
how were you sick,i had a stomachache
i had a stomachache,did it get any better
i took something earlier,get better
get better,thanks a lot
i am going to disneyland,that sounds like fun
last name rodgers,yes
ok i will do that,have a pleasant stay
so what was the score,the score was
until then,talk to you later
is alice available,you are talking to her
no problem,did you need something
how about a movie,a movie sounds good
a movie sounds good,call me tomorrow then
call me tomorrow then,i will see you tomorrow
did you really,seriously i am so excited
seriously i am so excited,well congratulations
well congratulations,thank you
really,yes you really deserved this
yes you really deserved this,you think so
you think so,yes good for you
are you serious,yes i am really excited
yes i am really excited,that is great congratulations
that is great congratulations,i appreciate that
congratulations on your promotion,thank you very much
did you hear the news,what happened
have you heard the news,i have not heard anything
nobody told me,i thought you heard
have you heard what happened,heard what
