questions,answers
then you have heard too,i was there an eyewitness
how how was miss caswell,frankly i do not remember
frankly i do not remember,just slipped your mind
eve my understudy,did not you know
did not you know,of course i knew
of course i knew,it just slipped your mind
nothing,everything everything s so funny
you have already met,where
where,right here a minute ago
right here a minute ago,that is nice
bill,huh
huh,this is eve harrington
never try to outguess margo,groom
groom,yes dear
a cowboy,a married lady
well i am,i will say
i will say,do not be condescending
who,the kid junior
the kid junior,gone
do not mix your metaphors,i mix what i like
i mix what i like,okay mix
i will not calm down,do not calm down
it s all over,what is all over
what is all over,the audition
thank you,nothing really
for instance what,for instance you
happy little housewife,cut it out
it s a good thought,it will not play
yeah i will,how is eve okay
how is eve okay,okay
okay,i love you
i love you,i will check with eve
i will check with eve,what
that i am,then you are crazy
bill,huh
and for you,you are quite a girl
you are quite a girl,you think
also addison dewitt,every day
why,i just wondered
i just wondered,just wondered what
just wondered what,why
why,why what
hello what is your name,eve eve harrington
lemme fix you a drink,no thanks birdie
birdie,hmm
an answer,no
no,why not
why not,now you want an argument
now you want an argument,she works hard
she works hard,night an day
night an day,she is loyal and efficient
oh brother,miss coonan
you need new girdles,buy some
buy some,the same size
the same size,of course
subway,how long does it take
you were just looking around,that is all
that is all,what for
probably not,it was for my report
it was for my report,what report to whom
who are you,miss harrington
miss harrington,what are you doing here
congratulations eve,thank you karen
eve do not cry,i am not crying
of course,you will not forget it
you will not forget it,i will not forget
mrs richards,karen
if i only knew how,try
try,well
hello miss channing,my husband
if you would like,i would not like
with tears,with tears
what about bill,what about bill
do you want it on,it does not matter
it does not matter,i detest cheap sentiment
how much time have we,roughly ten minutes
roughly ten minutes,how far to the station
how far to the station,three or four miles
what is so funny,nothing
well what happened,nothing much she apologized
well of all,margo
eve,eve
coming,in a minute
how was the concert,loud
that depends,i mean really deeply angry
i am sure,she was a revelation
she was a revelation,to you too
to you too,what do you mean
how do you mean,do not be evasive
where is she,up in the room
i placed,go ahead please
liebestraum,i just played it
i just played it,play it again
are you breaking the contract,answer my question
promise,i promise
i promise,that is my max
when s the audition,a couple of weeks
you overslept,goddamnit
woodward,hmm
it s nothing personal though,what is the matter
i think that is him,who
who,haldeman
goddamnit,shit
shit,we gotta top the times
we gotta top the times,i know i know
republican,sure
sure,who would you vote for
who would you vote for,when
when,
,nixon
i hate both parties,and i am a republican
facts or theory,anything you have got
goddamnit,see
see,i am trying
i am trying,fifteen phone calls
what is that,the fucking new york times
july of,about the past year
hey,hmm
carl,yeah
yeah,fuck you carl
mine s better,no way
what time is it,
,morning or night
morning or night,night
night,oh
chapin did contact you then,sure off the record
sure off the record,on the orders of haldeman
i did not,but you know who did
i know where dwight works,when did he hire you
you can not,mind if i try
donald segretti,that is right
absolutely,what about you
i think,give me your checkbook then
what is this,my non denial denial
just tell me his title,i do not know titles
i am not here,ok
to where,go on
security consultant,where
where,government recently retired
government recently retired,where in government
where in government,central intelligence agency
central intelligence agency,where
where,the c i a
your name please,james mccord
james mccord,will you step forward sir
i think so,are you sure
are you sure,no
i could not say,but it s possible
but it s possible,it is
who you got,well sloan
anyone but bernstein,howard
howard,remember toronto harry
remember toronto harry,that was awhile ago
which young,larry young a california lawyer
no,can we use their names
a boy or a girl,a girl melissa
the what to what,you work there miss abbott
you work there miss abbott,i am not miss abbott
what the hell was that,sorry
sorry,no it was good
good work ostreicher,thanks coach
thanks coach,you are a killer ozzy
you are a killer ozzy,thanks coach
what did you just say,suck me beautiful
great evening is not it,sure
just go,why is this
this right now,uh huh
this is your plan finch,yep
what about the game,i am not playing
onions,what
what,you want onions
i know salt and pepper,sure
stifler told me,you talked to stifler
why are you doing this,because i want to
um chris,you can call me oz
you can call me oz,do i have to
do i have to,you can call me ostreicher
you can call me ostreicher,what is your middle name
what is your middle name,forget it
not bad chris,really hey thanks heather right
yeah right,what we both have cars
you mean and orgasm,you got it stud
no you have not,but that one time
but that one time,no
do you,of course
of course,do you love her
fuck me yes,uh
you are so big,yeah that is right
yeeeeeeeaaaawwwwww,you fuckin rule
holy shit,holy shit
did i miss anything,just in time
hey where is finch,went home to shit
gotta go,but
can i come in,yeah sure
yeah sure,you are not busy
you are not busy,dad come in
what the heck is this,nothing
what was your name again,michelle
after getting laid,after high school
what is up fellas,hey sherman scopin the babes
jim,oh no
uh,move with the music
move with the music,um okay
well uh,shame on you
shame on you,uh yeah sorry
strip,yes slowly
no you go ahead,okay
yes,i thought so
suck me beautiful,god dammit stifler
that was a great night,yeah
victoria i love you,i love you
you sure you are comfortable,yeah are you sure
yeah are you sure,yeah
yeah,me too
you comfortable,yeah are you
yeah are you,yeah
you want to do it,yes
oh kevin do not stop,just a second
oh ungghhhhh,shhhh your parents are downstairs
vicky wait,not for you
let me know,okay do not stop
kevin this is serious,you got in
guess what,i do not care
what reputation,observe
feeling better oz,i am such a loser
i am such a loser,that is the spirit
you actually said that haaaah,shut the fuck up
nova,stifler
really,uh huh
here babe,thanks
either way works for us,but you better hurry
merde just missed,uhh would you die already
oh god shit,andy
okay be careful,you too
well they are french,right
what,it s making me hungry
holy mother of god,fuck me
i know he told me,what he told you when
hello,are you okay
andy holy shit,serafine
salots shitfucker,what
pull over now,shit
you on drugs huh,no i
you recognize her,what
andy,yeah
uncle terrence,andy andy is that you
andy andy is that you,yeah look uncle terrence
andrew mc dair mo,that is mcdermott but yeah
now,yes sir
merde,he says
hurry grandmama,get on anastasia get on
i was showing sonya something,what were you showing her
what were you showing her,how to read
